Date,Open,High,Low,Close,Adj Close,Volume
2012-06-29,31.920000,31.990000,30.760000,31.100000,31.067038,19526900
2012-07-02,31.250000,31.730000,30.549999,30.770000,30.737387,14122000
2012-07-03,30.910000,31.440001,30.799999,31.200001,31.166933,8763600
2012-07-05,31.320000,31.629999,31.020000,31.469999,31.436646,10032100
2012-07-06,31.440001,31.900000,31.260000,31.730000,31.696369,10945600
2012-07-09,32.099998,32.880001,31.990000,32.169998,32.135902,17785200
2012-07-10,32.430000,32.480000,31.160000,31.469999,31.436646,14269500
2012-07-11,31.480000,31.559999,30.549999,30.969999,30.937174,13030300
2012-07-12,30.700001,31.400000,30.600000,30.809999,30.777344,11300700
2012-07-13,31.040001,31.070000,30.559999,30.719999,30.687439,8108300
2012-07-16,30.500000,30.500000,28.209999,28.250000,28.220058,24672100
2012-07-17,28.480000,28.590000,27.150000,28.090000,28.060228,30438600
2012-07-18,28.309999,29.290001,28.150000,29.110001,29.079147,16841800
2012-07-19,29.410000,29.500000,28.629999,29.000000,28.969263,13685100
2012-07-20,29.000000,29.469999,28.719999,28.760000,28.729517,11869100
2012-07-23,28.120001,29.000000,28.010000,28.750000,28.719528,12390700
2012-07-24,28.820000,29.450001,28.100000,28.450001,28.419847,11539800
2012-07-25,28.389999,29.490000,28.080000,29.340000,29.308903,17230200
2012-07-26,27.750000,28.230000,26.730000,26.850000,26.821543,64597400
2012-07-27,23.190001,24.540001,22.280001,23.709999,23.684870,123102300
2012-07-30,24.000000,24.040001,23.030001,23.150000,23.125463,29285900
2012-07-31,23.370001,23.370001,21.610001,21.709999,21.686989,56179400
2012-08-01,21.500000,21.580000,20.840000,20.879999,20.857868,44604400
2012-08-02,20.770000,20.840000,19.820000,20.040001,20.018761,56374500
2012-08-03,20.360001,22.160000,19.900000,21.090000,21.067648,80647000
2012-08-06,21.389999,22.150000,21.299999,21.920000,21.896767,27778900
2012-08-07,22.200001,22.450001,20.500000,20.719999,20.698038,36782900
2012-08-08,20.709999,21.150000,20.219999,20.719999,20.698038,29537400
2012-08-09,20.750000,21.170000,20.610001,21.010000,20.987732,15610700
2012-08-10,21.410000,21.820000,21.129999,21.809999,21.786882,25794700
2012-08-13,22.150000,22.450001,21.400000,21.600000,21.577106,24973100
2012-08-14,21.410000,21.600000,20.250000,20.379999,20.358398,39308800
2012-08-15,20.639999,21.410000,20.400000,21.200001,21.177530,47861100
2012-08-16,20.440001,20.480000,19.690001,19.870001,19.848940,157565300
2012-08-17,20.010000,20.080000,19.000000,19.049999,19.029808,129293400
2012-08-20,19.049999,20.129999,18.750000,20.010000,19.988792,101186600
2012-08-21,19.580000,19.980000,19.090000,19.160000,19.139692,70640600
2012-08-22,19.360001,19.530001,18.959999,19.440001,19.419395,49892200
2012-08-23,19.500000,19.730000,19.360001,19.440001,19.419395,32813700
2012-08-24,19.520000,19.680000,19.250000,19.410000,19.389427,29622200
2012-08-27,19.490000,19.530001,19.100000,19.150000,19.129704,20704000
2012-08-28,19.100000,19.379999,18.950001,19.340000,19.319502,25417000
2012-08-29,19.320000,19.379999,19.070000,19.100000,19.079756,16124700
2012-08-30,19.270000,19.450001,19.059999,19.090000,19.069767,30647500
2012-08-31,18.680000,18.700001,18.030001,18.059999,18.040857,58764200
2012-09-04,18.080000,18.270000,17.549999,17.730000,17.711208,46622400
2012-09-05,18.270000,18.750000,18.180000,18.580000,18.560307,60781800
2012-09-06,18.740000,19.260000,18.719999,18.959999,18.939903,46066500
2012-09-07,19.100000,19.420000,18.780001,18.980000,18.959883,36371700
2012-09-10,19.059999,19.200001,18.549999,18.809999,18.790064,24797800
2012-09-11,18.920000,19.580000,18.850000,19.430000,19.409407,50508200
2012-09-12,20.760000,21.160000,20.280001,20.930000,20.907816,121584000
2012-09-13,20.959999,21.480000,20.610001,20.709999,20.688049,65041600
2012-09-14,21.129999,22.080000,20.900000,22.000000,21.976683,72819800
2012-09-17,22.670000,22.750000,21.500000,21.520000,21.497192,50667600
2012-09-18,21.600000,21.980000,21.370001,21.870001,21.846821,36760500
2012-09-19,21.990000,23.370001,21.770000,23.290001,23.265316,78782800
2012-09-20,23.020000,23.240000,22.540001,22.590000,22.566057,57248900
2012-09-21,22.969999,23.240000,22.600000,22.860001,22.835772,51218100
2012-09-24,21.780001,21.980000,20.360001,20.790001,20.767965,79106500
2012-09-25,21.200001,21.209999,20.219999,20.280001,20.258507,46291700
2012-09-26,20.150000,20.780001,19.799999,20.620001,20.598146,38271900
2012-09-27,20.990000,21.000000,20.160000,20.320000,20.298462,30215900
2012-09-28,20.570000,21.950001,20.500000,21.660000,21.637043,65486000
2012-10-01,22.080000,22.590000,21.730000,21.990000,21.966692,51262700
2012-10-02,22.080000,22.490000,21.820000,22.270000,22.246397,29341400
2012-10-03,22.299999,22.490000,21.799999,21.830000,21.806862,32000100
2012-10-04,22.320000,22.400000,21.410000,21.950001,21.926737,46892100
2012-10-05,21.490000,21.629999,20.879999,20.910000,20.887838,40529300
2012-10-08,20.400000,20.750000,20.160000,20.400000,20.378378,32236700
2012-10-09,20.389999,20.549999,19.969999,20.230000,20.208557,27161800
2012-10-10,19.930000,19.940001,19.450001,19.639999,19.619183,39321800
2012-10-11,19.879999,19.959999,19.610001,19.750000,19.729067,21817300
2012-10-12,19.750000,19.799999,19.480000,19.520000,19.499311,18809400
2012-10-15,19.680000,19.879999,19.490000,19.520000,19.499311,20189700
2012-10-16,19.680000,19.690001,19.299999,19.480000,19.459352,21834700
2012-10-17,19.500000,20.480000,19.370001,19.879999,19.858929,44074500
2012-10-18,19.700001,19.790001,18.889999,18.980000,18.959883,52157400
2012-10-19,19.000000,19.059999,18.799999,19.000000,18.979862,34835000
2012-10-22,19.200001,19.430000,19.049999,19.320000,19.299522,32447300
2012-10-23,19.250000,19.799999,19.100000,19.500000,19.479332,78381200
2012-10-24,24.129999,24.250000,22.850000,23.230000,23.205378,228949900
2012-10-25,23.290001,23.309999,22.469999,22.559999,22.536089,76142000
2012-10-26,22.400000,22.879999,21.879999,21.940001,21.916746,73175800
2012-10-31,20.820000,21.500000,20.730000,21.110001,21.087626,99378200
2012-11-01,21.080000,21.440001,21.010000,21.209999,21.187519,37713900
2012-11-02,21.260000,21.690001,21.070000,21.180000,21.157553,38344400
2012-11-05,21.100000,21.480000,20.920000,21.250000,21.227478,31806700
2012-11-06,21.240000,21.370001,20.990000,21.170000,21.147562,29062700
2012-11-07,20.850000,20.950001,20.370001,20.469999,20.448303,33396800
2012-11-08,20.520000,20.730000,19.980000,19.990000,19.968813,34254600
2012-11-09,19.959999,20.000000,19.129999,19.209999,19.189638,42295500
2012-11-12,19.150000,20.170000,18.870001,20.070000,20.048727,67349200
2012-11-13,19.610001,20.110001,19.559999,19.860001,19.838951,71775100
2012-11-14,20.100000,22.500000,19.930000,22.360001,22.336302,229751000
2012-11-15,22.340000,22.500000,21.650000,22.170000,22.146502,78857700
2012-11-16,22.250000,23.930000,22.180000,23.559999,23.535028,107182200
2012-11-19,23.959999,24.120001,22.820000,22.920000,22.895708,85021300
2012-11-20,22.730000,23.900000,22.700001,23.100000,23.075518,46655300
2012-11-21,23.219999,24.530001,23.049999,24.320000,24.294224,89862400
2012-11-23,24.580000,24.680000,23.879999,24.000000,23.974564,29520900
2012-11-26,24.940001,26.090000,24.809999,25.940001,25.912506,123865000
2012-11-27,26.040001,26.500000,25.459999,26.150000,26.122284,85760600
2012-11-28,25.940001,26.490000,25.750000,26.360001,26.332062,49205600
2012-11-29,26.500000,27.520000,26.160000,27.320000,27.291044,88759700
2012-11-30,27.260000,28.000000,26.760000,28.000000,27.970324,127049600
2012-12-03,28.000000,28.879999,26.980000,27.040001,27.011341,123526100
2012-12-04,27.059999,27.760000,26.680000,27.459999,27.430895,72869200
2012-12-05,27.750000,27.900000,27.260000,27.709999,27.680630,58976300
2012-12-06,27.680000,27.750000,26.820000,26.969999,26.941414,46001500
2012-12-07,27.070000,27.780001,26.840000,27.490000,27.460863,51751900
2012-12-10,27.170000,28.170000,27.100000,27.840000,27.810493,50608500
2012-12-11,28.070000,28.240000,27.660000,27.980000,27.950344,77099100
2012-12-12,28.000000,28.139999,27.370001,27.580000,27.550768,46704200
2012-12-13,27.590000,28.750000,27.430000,28.240000,28.210068,81051600
2012-12-14,28.180000,28.330000,26.760000,26.809999,26.781584,91631600
2012-12-17,26.770000,27.000000,26.320000,26.750000,26.721647,57742500
2012-12-18,26.959999,27.910000,26.900000,27.709999,27.680630,60512900
2012-12-19,27.830000,28.219999,26.950001,27.410000,27.380949,61390300
2012-12-20,27.490000,27.600000,27.129999,27.360001,27.331001,35574800
2012-12-21,26.660000,27.010000,26.120001,26.260000,26.232168,54555200
2012-12-24,26.500000,26.959999,26.200001,26.930000,26.901457,28230100
2012-12-26,27.030001,27.180000,26.379999,26.510000,26.481903,33175400
2012-12-27,26.549999,26.799999,25.520000,26.049999,26.022388,43481700
2012-12-28,25.480000,26.110001,25.150000,25.910000,25.882538,56574800
2012-12-31,26.200001,26.990000,26.110001,26.620001,26.591787,60374500
2013-01-02,27.440001,28.180000,27.420000,28.000000,27.970324,69846400
2013-01-03,27.879999,28.469999,27.590000,27.770000,27.740568,63140600
2013-01-04,28.010000,28.930000,27.830000,28.760000,28.729517,72715400
2013-01-07,28.690001,29.790001,28.650000,29.420000,29.388819,83781800
2013-01-08,29.510000,29.600000,28.860001,29.059999,29.029200,45871300
2013-01-09,29.670000,30.600000,29.490000,30.590000,30.557579,104787700
2013-01-10,30.600000,31.450001,30.280001,31.299999,31.266825,95316400
2013-01-11,31.280001,31.959999,31.100000,31.719999,31.686380,89598000
2013-01-14,32.080002,32.209999,30.620001,30.950001,30.917196,98892800
2013-01-15,30.639999,31.709999,29.879999,30.100000,30.068098,173242600
2013-01-16,30.209999,30.350000,29.530001,29.850000,29.818363,75332700
2013-01-17,30.080000,30.420000,30.030001,30.139999,30.108055,40256700
2013-01-18,30.309999,30.440001,29.270000,29.660000,29.628563,49631500
2013-01-22,29.750000,30.889999,29.740000,30.730000,30.697430,55243300
2013-01-23,31.100000,31.500000,30.799999,30.820000,30.787334,48899800
2013-01-24,31.270000,31.490000,30.809999,31.080000,31.047058,43845100
2013-01-25,31.410000,31.930000,31.129999,31.540001,31.506573,54363600
2013-01-28,31.879999,32.509998,31.809999,32.470001,32.435585,59682500
2013-01-29,32.000000,32.070000,30.709999,30.790001,30.757366,72976500
2013-01-30,30.980000,31.490000,30.879999,31.240000,31.206888,87682100
2013-01-31,29.150000,31.469999,28.740000,30.980000,30.947165,190744900
2013-02-01,31.010000,31.020000,29.629999,29.730000,29.698488,85856700
2013-02-04,29.059999,29.200001,28.010000,28.110001,28.080208,92362200
2013-02-05,28.260000,28.959999,28.040001,28.639999,28.609644,47948200
2013-02-06,28.740000,29.290001,28.660000,29.049999,29.019209,38375900
2013-02-07,29.110001,29.150000,28.270000,28.650000,28.619635,34540100
2013-02-08,28.889999,29.170000,28.510000,28.549999,28.519739,37708800
2013-02-11,28.610001,28.680000,28.040001,28.260000,28.230047,37361800
2013-02-12,27.670000,28.160000,27.100000,27.370001,27.340992,93498700
2013-02-13,27.360001,28.320000,27.309999,27.910000,27.880419,50164000
2013-02-14,28.020000,28.629999,28.010000,28.500000,28.469793,35615800
2013-02-15,28.520000,28.750000,28.090000,28.320000,28.289984,33109300
2013-02-19,28.230000,29.080000,28.120001,28.930000,28.899338,49396400
2013-02-20,28.920000,29.049999,28.330000,28.459999,28.429834,42098200
2013-02-21,28.280001,28.549999,27.150000,27.280001,27.251087,49642300
2013-02-22,27.620001,27.629999,26.820000,27.129999,27.101244,36350200
2013-02-25,27.160000,27.639999,27.150000,27.270000,27.241096,34652000
2013-02-26,27.360001,27.459999,26.700001,27.389999,27.360970,31611700
2013-02-27,27.340000,27.340000,26.629999,26.870001,26.841522,44319700
2013-02-28,26.840000,27.299999,26.340000,27.250000,27.221119,83027800
2013-03-01,27.049999,28.120001,26.809999,27.780001,27.750557,54064800
2013-03-04,27.760000,28.059999,27.440001,27.719999,27.690619,32400700
2013-03-05,27.879999,28.180000,27.209999,27.520000,27.490831,40622200
2013-03-06,28.100000,28.129999,27.350000,27.450001,27.420906,33532600
2013-03-07,27.570000,28.680000,27.469999,28.580000,28.549707,74540200
2013-03-08,28.430000,28.469999,27.730000,27.959999,27.930365,44198900
2013-03-11,28.010000,28.639999,27.830000,28.139999,28.110174,35642100
2013-03-12,28.100000,28.320000,27.600000,27.830000,27.800503,27569600
2013-03-13,27.620001,27.650000,26.920000,27.080000,27.051298,39619500
2013-03-14,27.100000,27.430000,26.830000,27.040001,27.011341,27646400
2013-03-15,27.030001,27.059999,26.559999,26.650000,26.621754,31597400
2013-03-18,26.370001,26.790001,25.780001,26.490000,26.461924,26653700
2013-03-19,26.530001,26.900000,26.209999,26.549999,26.521858,25254200
2013-03-20,26.680000,26.690001,25.780001,25.860001,25.832592,44006500
2013-03-21,25.660000,26.110001,25.559999,25.740000,25.712719,24336100
2013-03-22,25.799999,26.010000,25.629999,25.730000,25.702728,18456300
2013-03-25,25.750000,25.799999,25.080000,25.129999,25.103365,39199000
2013-03-26,25.080000,25.480000,25.030001,25.209999,25.183279,26957200
2013-03-27,25.000000,26.280001,24.719999,26.090000,26.062347,52297400
2013-03-28,26.090000,26.170000,25.520000,25.580000,25.552889,28585700
2013-04-01,25.629999,25.889999,25.280001,25.530001,25.502941,22249300
2013-04-02,25.770000,26.120001,25.299999,25.420000,25.393057,35153300
2013-04-03,25.830000,26.389999,25.700001,26.250000,26.222178,48195200
2013-04-04,26.620001,27.230000,26.110001,27.070000,27.041309,82016800
2013-04-05,26.860001,27.799999,26.610001,27.389999,27.360970,64566600
2013-04-08,27.190001,27.200001,26.629999,26.850000,26.821543,27256000
2013-04-09,26.580000,26.889999,26.420000,26.590000,26.561817,21311100
2013-04-10,27.010000,27.840000,26.900000,27.570000,27.540779,45949400
2013-04-11,27.480000,28.100000,27.250000,28.020000,27.990303,33368500
2013-04-12,28.000000,28.000000,27.240000,27.400000,27.370958,28697400
2013-04-15,27.160000,27.480000,26.360001,26.520000,26.491892,30275400
2013-04-16,26.809999,27.110001,26.400000,26.920000,26.891468,27365900
2013-04-17,26.650000,27.200001,26.389999,26.629999,26.601774,26440600
2013-04-18,26.820000,26.820000,25.150000,25.690001,25.662771,39059000
2013-04-19,25.620001,25.959999,25.330000,25.730000,25.702728,20380900
2013-04-22,25.809999,26.360001,25.700001,25.969999,25.942474,25687600
2013-04-23,26.219999,26.330000,25.770000,25.980000,25.952463,25191500
2013-04-24,25.930000,26.400000,25.799999,26.110001,26.082327,19729900
2013-04-25,26.070000,26.400000,26.000000,26.139999,26.112293,17150000
2013-04-26,26.600000,27.620001,26.600000,26.850000,26.821543,33018000
2013-04-29,27.160000,27.410000,26.860001,26.980000,26.951405,29201100
2013-04-30,27.129999,27.850000,27.010000,27.770000,27.740568,36245700
2013-05-01,27.850000,27.920000,27.309999,27.430000,27.400927,64567600
2013-05-02,28.010000,29.020000,27.980000,28.969999,28.939295,104257000
2013-05-03,29.040001,29.070000,28.150000,28.309999,28.279993,58506400
2013-05-06,28.330000,28.459999,27.480000,27.570000,27.540779,43939400
2013-05-07,27.549999,27.850000,26.850000,26.889999,26.861500,41259100
2013-05-08,26.879999,27.299999,26.650000,27.120001,27.091257,34654900
2013-05-09,27.080000,27.549999,26.850000,27.040001,27.011341,33457200
2013-05-10,27.139999,27.299999,26.570000,26.680000,26.651722,30847100
2013-05-13,26.600000,27.330000,26.530001,26.820000,26.791573,29068800
2013-05-14,26.889999,27.280001,26.820000,27.070000,27.041309,24930300
2013-05-15,26.920000,26.990000,26.400000,26.600000,26.571808,30299800
2013-05-16,26.480000,26.549999,25.900000,26.129999,26.102304,35499100
2013-05-17,26.400000,26.600000,26.200001,26.250000,26.222178,29462700
2013-05-20,26.180000,26.190001,25.690001,25.760000,25.732697,42402900
2013-05-21,25.870001,26.080000,25.590000,25.660000,25.632803,26261300
2013-05-22,25.650000,25.850000,24.920000,25.160000,25.133333,45314500
2013-05-23,24.799999,25.530001,24.770000,25.059999,25.033438,37663100
2013-05-24,24.969999,24.969999,24.080000,24.309999,24.284233,58727900
2013-05-28,24.540001,24.540001,23.920000,24.100000,24.074457,50079700
2013-05-29,23.790001,23.809999,23.260000,23.320000,23.295282,64237800
2013-05-30,24.129999,24.780001,23.930000,24.549999,24.523979,60733200
2013-05-31,24.629999,24.950001,24.270000,24.350000,24.324192,35925000
2013-06-03,24.270000,24.320000,23.709999,23.850000,23.824722,35733800
2013-06-04,23.889999,23.930000,23.320000,23.520000,23.495071,34760800
2013-06-05,23.350000,23.709999,22.790001,22.900000,22.875729,53819700
2013-06-06,22.990000,23.090000,22.670000,22.969999,22.945654,31260700
2013-06-07,23.030001,23.400000,22.860001,23.290001,23.265316,38699200
2013-06-10,24.059999,24.600000,23.990000,24.330000,24.304213,58393000
2013-06-11,24.030001,24.350000,24.000000,24.030001,24.004532,29885900
2013-06-12,24.160000,24.260000,23.580000,23.770000,23.744806,26445800
2013-06-13,23.719999,23.830000,23.270000,23.730000,23.704849,31189300
2013-06-14,23.559999,23.889999,23.260000,23.629999,23.604954,30677100
2013-06-17,23.910000,24.250000,23.750000,24.020000,23.994541,33664500
2013-06-18,24.090000,24.690001,24.080000,24.209999,24.184340,36709100
2013-06-19,24.200001,25.190001,24.100000,24.309999,24.284233,31790600
2013-06-20,24.280001,24.750000,23.650000,23.900000,23.874668,42765600
2013-06-21,24.590000,24.700001,24.049999,24.530001,24.504002,45833900
2013-06-24,23.950001,24.110001,23.379999,23.940001,23.914627,40626000
2013-06-25,24.139999,24.430000,24.040001,24.250000,24.224298,24713200
2013-06-26,24.510000,24.650000,23.990000,24.160000,24.134394,29890300
2013-06-27,24.240000,24.840000,24.209999,24.660000,24.633863,34694100
2013-06-28,24.680000,24.980000,24.420000,24.879999,24.853628,96778900
2013-07-01,24.969999,25.059999,24.620001,24.809999,24.783703,20582200
2013-07-02,24.700001,24.770000,24.299999,24.410000,24.384129,18394100
2013-07-03,24.219999,24.709999,24.150000,24.520000,24.494013,10404400
2013-07-05,24.650000,24.660000,24.200001,24.370001,24.344172,20229500
2013-07-08,24.469999,25.040001,24.420000,24.709999,24.683809,27064600
2013-07-09,25.070000,25.490000,25.030001,25.480000,25.452993,30387900
2013-07-10,25.580000,25.830000,25.469999,25.799999,25.772654,26721800
2013-07-11,25.959999,26.000000,25.450001,25.809999,25.782644,26777400
2013-07-12,25.740000,25.930000,25.549999,25.910000,25.882538,16537900
2013-07-15,25.930000,26.430000,25.650000,26.280001,26.252148,24234000
2013-07-16,26.389999,26.750000,26.010000,26.320000,26.292103,30817600
2013-07-17,26.370001,26.780001,26.299999,26.650000,26.621754,21518500
2013-07-18,26.750000,26.770000,26.120001,26.180000,26.152252,24806900
2013-07-19,25.820000,26.110001,25.600000,25.879999,25.852570,46539700
2013-07-22,25.990000,26.129999,25.719999,26.049999,26.022388,27526300
2013-07-23,26.100000,26.299999,25.969999,26.129999,26.102304,28221600
2013-07-24,26.320000,26.530001,26.049999,26.510000,26.481903,82635600
2013-07-25,33.540001,34.880001,32.750000,34.360001,34.323582,365457900
2013-07-26,33.770000,34.730000,33.560001,34.009998,33.973953,136028900
2013-07-29,34.070000,35.630001,34.009998,35.430000,35.392448,124718800
2013-07-30,35.650002,37.959999,35.320000,37.630001,37.590118,173582800
2013-07-31,37.959999,38.310001,36.330002,36.799999,36.760994,154828700
2013-08-01,37.299999,38.290001,36.919998,37.490002,37.450268,106066500
2013-08-02,37.660000,38.490002,37.500000,38.049999,38.009670,73058500
2013-08-05,38.430000,39.320000,38.250000,39.189999,39.148460,79994800
2013-08-06,39.110001,39.250000,37.939999,38.549999,38.509140,63950800
2013-08-07,38.610001,38.939999,37.700001,38.869999,38.828800,68854800
2013-08-08,39.130001,39.189999,38.430000,38.540001,38.499153,41301000
2013-08-09,38.590000,38.740002,38.009998,38.500000,38.459194,43532300
2013-08-12,38.200001,38.500000,38.099998,38.220001,38.179493,31161000
2013-08-13,38.240002,38.320000,36.770000,37.020000,36.980762,65379200
2013-08-14,36.830002,37.549999,36.619999,36.650002,36.611156,48423900
2013-08-15,36.360001,37.070000,36.020000,36.560001,36.521252,56521100
2013-08-16,36.970001,37.490002,36.900002,37.080002,37.040703,45840800
2013-08-19,37.430000,38.279999,37.139999,37.810001,37.769928,57609600
2013-08-20,38.349998,38.580002,37.689999,38.410000,38.369289,57995200
2013-08-21,38.380001,38.849998,38.150002,38.320000,38.279385,46116900
2013-08-22,38.369999,38.750000,38.340000,38.549999,38.509140,21931200
2013-08-23,39.000000,40.630001,38.930000,40.549999,40.507019,86442300
2013-08-26,40.900002,41.939999,40.619999,41.340000,41.296185,94162400
2013-08-27,40.680000,41.200001,39.419998,39.639999,39.597984,72695100
2013-08-28,39.959999,40.849998,39.880001,40.549999,40.507019,57918200
2013-08-29,40.889999,41.779999,40.799999,41.279999,41.236248,58303400
2013-08-30,42.020000,42.259998,41.060001,41.290001,41.246239,67735100
2013-09-03,41.840000,42.160000,41.509998,41.869999,41.825623,48774900
2013-09-04,42.009998,42.169998,41.439999,41.779999,41.735718,42581900
2013-09-05,41.790001,42.770000,41.770000,42.660000,42.614784,50035400
2013-09-06,43.090000,44.610001,42.400002,43.950001,43.903419,117535700
2013-09-09,44.360001,44.790001,43.700001,44.040001,43.993324,75794700
2013-09-10,44.240002,44.259998,43.230000,43.599998,43.553787,54540300
2013-09-11,43.389999,45.090000,43.110001,45.040001,44.992264,72328300
2013-09-12,45.529999,45.619999,44.650002,44.750000,44.702568,68072300
2013-09-13,45.040001,45.080002,43.930000,44.310001,44.263039,52765300
2013-09-16,44.849998,44.939999,42.430000,42.509998,42.464943,70424200
2013-09-17,42.500000,45.439999,42.430000,45.070000,45.022232,91934600
2013-09-18,44.840000,45.470001,44.400002,45.230000,45.182060,79317000
2013-09-19,45.509998,46.049999,45.230000,45.980000,45.931267,63972400
2013-09-20,46.320000,47.599998,45.740002,47.490002,47.439667,115508400
2013-09-23,47.279999,47.549999,46.290001,47.189999,47.139984,75177000
2013-09-24,48.509998,49.660000,48.160000,48.450001,48.398647,136716100
2013-09-25,49.230000,49.540001,48.459999,49.459999,49.407578,87879700
2013-09-26,50.009998,50.599998,49.500000,50.389999,50.336590,98220100
2013-09-27,50.290001,51.279999,49.860001,51.240002,51.185692,81410500
2013-09-30,50.139999,51.599998,49.799999,50.230000,50.176762,100095000
2013-10-01,49.970001,51.029999,49.450001,50.419998,50.366558,98114000
2013-10-02,50.130001,51.099998,49.950001,50.279999,50.226707,62834000
2013-10-03,50.470001,50.720001,49.060001,49.180000,49.127876,82045000
2013-10-04,49.770000,51.160000,49.570000,51.040001,50.985905,74447000
2013-10-07,50.730000,51.290001,50.400002,50.520000,50.466454,57204000
2013-10-08,50.599998,50.599998,47.080002,47.139999,47.090034,136081000
2013-10-09,47.380001,47.840000,45.259998,46.770000,46.720428,147297000
2013-10-10,47.869999,49.680000,47.830002,49.049999,48.998013,99774000
2013-10-11,49.180000,49.869999,48.790001,49.110001,49.057949,58428000
2013-10-14,48.310001,49.630001,47.910000,49.509998,49.457523,68781000
2013-10-15,49.990002,51.000000,49.180000,49.500000,49.447536,81167000
2013-10-16,50.040001,51.240002,49.900002,51.139999,51.085796,64678000
2013-10-17,51.119999,52.220001,50.950001,52.209999,52.154663,71522000
2013-10-18,54.180000,54.830002,53.599998,54.220001,54.162533,88260000
2013-10-21,54.680000,54.810001,53.509998,53.849998,53.792923,58235000
2013-10-22,54.330002,54.759998,52.200001,52.680000,52.624165,83204000
2013-10-23,51.750000,52.250000,51.130001,51.900002,51.844994,57207000
2013-10-24,52.380001,52.840000,51.590000,52.450001,52.394409,46775000
2013-10-25,53.180000,53.240002,51.880001,51.950001,51.894939,45085000
2013-10-28,51.540001,51.700001,49.610001,50.230000,50.176762,73472000
2013-10-29,50.730000,50.790001,49.250000,49.400002,49.347645,102143000
2013-10-30,50.000000,50.209999,48.750000,49.009998,48.958054,127073000
2013-10-31,47.160000,52.000000,46.500000,50.209999,50.156780,248809000
2013-11-01,50.849998,52.090000,49.720001,49.750000,49.697269,95033000
2013-11-04,49.369999,49.750000,48.020000,48.220001,48.168892,80371000
2013-11-05,47.790001,50.180000,47.509998,50.110001,50.056889,76835000
2013-11-06,50.259998,50.450001,48.709999,49.119999,49.067936,67889000
2013-11-07,49.240002,49.869999,47.299999,47.560001,47.509594,97128000
2013-11-08,47.810001,48.650002,47.250000,47.529999,47.479622,70731000
2013-11-11,47.040001,47.529999,45.730000,46.200001,46.151035,80910000
2013-11-12,46.000000,47.369999,45.830002,46.610001,46.560600,68196000
2013-11-13,46.230000,48.740002,46.060001,48.709999,48.658371,79245000
2013-11-14,48.700001,49.570000,48.029999,48.990002,48.938076,75117000
2013-11-15,49.110001,49.480000,48.709999,49.009998,48.958054,42453000
2013-11-18,48.470001,48.840000,45.799999,45.830002,45.781425,85910000
2013-11-19,46.259998,47.000000,45.720001,46.360001,46.310863,75602000
2013-11-20,46.610001,47.549999,46.310001,46.430000,46.380791,53933000
2013-11-21,46.990002,47.459999,46.689999,46.700001,46.650505,34886000
2013-11-22,47.040001,47.270000,45.959999,46.230000,46.181000,40545000
2013-11-25,46.360001,46.650002,44.040001,44.820000,44.772495,82565000
2013-11-26,44.660000,46.169998,43.549999,45.889999,45.841362,82016000
2013-11-27,45.970001,46.669998,45.529999,46.490002,46.440727,44993000
2013-11-29,46.750000,47.209999,46.500000,47.009998,46.960175,22953900
2013-12-02,46.900002,47.540001,46.259998,47.060001,47.010124,50774000
