Date,Close/Last,Volume,Open,High,Low
06/13/2022,$106.8765,36756200,$107.446,$109.2185,$106.5881
06/10/2022,$111.4275,31349740,$112.7813,$113.497,$110.861
06/09/2022,$114.918,23141600,$116.3415,$118.35,$114.867
06/08/2022,$117.238,22544260,$116.8765,$118.646,$116.6968
06/07/2022,$117.2295,26413540,$115.648,$117.7486,$115.1255
06/06/2022,$117.0105,23786720,$116.7425,$119.3985,$116.5283
06/03/2022,$114.564,24952080,$115.9925,$116.3645,$113.668
06/02/2022,$117.746,27495400,$114.188,$117.898,$113.308
06/01/2022,$114.137,28629280,$114.9315,$117.399,$113.5505
05/31/2022,$114.039,51301920,$113.079,$116.4335,$112.5725
05/27/2022,$112.799,29924420,$109.7885,$112.868,$109.55
05/26/2022,$108.296,30287480,$106.0505,$108.9553,$105.488
05/25/2022,$105.8395,37899340,$105.142,$106.5447,$104.2113
05/24/2022,$105.926,60386380,$106.3775,$106.395,$102.208
05/23/2022,$111.6665,31558220,$110.104,$112.0055,$109.1543
05/20/2022,$109.313,37586020,$112.0855,$112.55,$106.373
05/19/2022,$110.7455,29191740,$111.841,$113.5875,$110.468
05/18/2022,$112.401,27982760,$115.2375,$115.6957,$112.142
05/17/2022,$116.7015,21576080,$117.2275,$117.2275,$115.3375
05/16/2022,$114.7925,23282380,$115.384,$116.6075,$114.335
05/13/2022,$116.5155,29737560,$114.8455,$118.085,$114.00
05/12/2022,$113.161,41464880,$111.938,$114.8565,$110.1135
05/11/2022,$113.961,36501640,$113.7105,$116.671,$113.65
05/10/2022,$114.5845,31157780,$116.0405,$116.691,$113.3833
05/09/2022,$113.084,34520960,$113.3035,$115.5629,$112.5515
05/06/2022,$115.66,35309480,$115.519,$117.4985,$114.143
05/05/2022,$116.7465,43089040,$120.2205,$121.2333,$115.1825
05/04/2022,$122.575,33231460,$118.0035,$123.143,$115.7385
05/03/2022,$118.1295,21215740,$116.765,$119.30,$116.627
05/02/2022,$117.157,30279640,$113.9065,$117.3395,$113.3995
04/29/2022,$114.9665,33693100,$117.578,$118.96,$114.694
04/28/2022,$119.4115,36790940,$117.115,$120.4385,$115.1439
04/27/2022,$115.0205,62238120,$114.373,$117.50,$113.1243
04/26/2022,$119.506,49393040,$122.75,$122.75,$119.1619
04/25/2022,$123.25,34521800,$119.4295,$123.278,$118.7693
04/22/2022,$119.614,46410300,$125.00,$125.452,$119.1405
04/21/2022,$124.9375,30157540,$129.35,$130.3075,$124.65
04/20/2022,$128.2455,22609380,$131.284,$131.9235,$127.8941
04/19/2022,$130.531,22719300,$128.077,$130.9038,$127.4515
04/18/2022,$127.961,14917200,$127.41,$128.712,$126.5785
04/14/2022,$127.253,23483360,$130.6495,$130.7103,$127.1115
04/13/2022,$130.286,19542960,$128.6265,$130.6557,$128.4386
04/12/2022,$128.3745,23003220,$132.4235,$132.4235,$127.576
04/11/2022,$129.7965,24187340,$132.90,$132.9392,$129.6175
04/08/2022,$134.0105,16434480,$136.25,$136.25,$133.7525
04/07/2022,$136.465,19448540,$136.618,$137.7015,$134.8572
04/06/2022,$137.176,23574600,$139.1615,$139.8485,$136.4181
04/05/2022,$141.063,19255560,$143.3995,$143.59,$140.9435
04/04/2022,$143.6425,19084900,$140.8245,$144.0438,$140.8245
04/01/2022,$140.70,23480020,$140.01,$140.95,$138.797
03/31/2022,$139.6495,29516320,$142.4485,$142.6445,$139.619
03/30/2022,$142.6445,21046380,$142.87,$143.4805,$142.168
03/29/2022,$143.25,28678420,$143.1605,$144.1625,$142.484
03/28/2022,$141.95,23773080,$140.6845,$141.9765,$139.8281
03/25/2022,$141.5215,19289080,$141.754,$141.9595,$139.6995
03/24/2022,$141.312,20544720,$139.2725,$141.3965,$138.0394
03/23/2022,$138.5035,25302320,$139.1385,$140.025,$138.1665
03/22/2022,$140.2775,29776860,$136.50,$141.50,$136.50
03/21/2022,$136.4785,26632460,$136.8475,$137.5825,$134.6115
03/18/2022,$136.8015,45899700,$133.884,$136.9135,$132.932
03/17/2022,$134.6005,23994380,$133.321,$134.7395,$132.719
03/16/2022,$133.6905,32058200,$131.00,$133.771,$129.201
03/15/2022,$129.6605,30292600,$127.7415,$130.5172,$126.568
03/14/2022,$126.741,30253860,$130.573,$131.026,$126.413
03/11/2022,$130.4755,26599800,$133.9995,$134.20,$130.2965
03/10/2022,$132.682,24265200,$131.4625,$133.5385,$131.401
03/09/2022,$133.866,32257440,$131.40,$134.1985,$130.088
03/08/2022,$127.2785,35249560,$126.2505,$131.2465,$125.8608
03/07/2022,$126.4645,39177900,$131.904,$131.904,$126.41
03/04/2022,$132.122,24472240,$133.3825,$134.199,$130.4085
03/03/2022,$134.308,19779300,$135.9785,$136.7138,$133.431
03/02/2022,$134.7515,23966740,$134.6083,$135.6155,$133.4325
03/01/2022,$134.168,24639920,$134.48,$136.111,$133.3785
02/28/2022,$134.891,29675680,$133.2845,$135.6405,$132.8253
02/25/2022,$134.5195,26235860,$133.5255,$135.389,$131.765
02/24/2022,$132.6735,43165080,$125.00,$133.037,$124.7645
02/23/2022,$127.585,26431280,$131.0785,$131.749,$127.5035
02/22/2022,$129.4025,38906580,$129.985,$131.9007,$127.741
02/18/2022,$130.4675,31858600,$133.0375,$133.824,$130.307
02/17/2022,$132.3085,30968120,$136.15,$136.8395,$132.202
02/16/2022,$137.4875,25609660,$136.4305,$137.946,$134.8236
02/15/2022,$136.4255,26577560,$137.4715,$137.90,$135.5395
02/14/2022,$135.30,26792800,$133.3655,$136.1665,$133.302
02/11/2022,$134.13,38808800,$138.75,$139.2833,$133.2885
02/10/2022,$138.6025,33017700,$139.50,$141.431,$138.05
02/09/2022,$141.453,28627160,$140.8498,$142.1755,$140.377
02/08/2022,$139.213,34255040,$138.9913,$139.8371,$136.873
02/07/2022,$138.938,44610740,$143.709,$143.8465,$138.699
02/04/2022,$143.016,49224400,$143.017,$144.5352,$139.8175
02/03/2022,$142.6505,56930140,$145.295,$149.1177,$142.205
02/02/2022,$148.0365,89750760,$151.8635,$152.10,$145.5575
02/01/2022,$137.8785,51203200,$137.835,$138.20,$134.5682
01/31/2022,$135.6985,34055560,$134.198,$135.8435,$132.274
01/28/2022,$133.2895,30517560,$130.00,$133.3705,$128.6945
01/27/2022,$129.121,30285020,$131.361,$132.6099,$128.945
01/26/2022,$129.24,39630880,$130.5925,$132.8075,$127.1535
01/25/2022,$126.7355,36008600,$128.4355,$129.3385,$126.378
01/24/2022,$130.372,55292040,$126.0275,$130.7785,$124.642
01/21/2022,$130.092,41919220,$133.012,$134.7605,$130.001
01/20/2022,$133.5065,21930560,$136.514,$137.912,$133.1445
01/19/2022,$135.652,20795280,$136.9385,$138.3995,$135.50
01/18/2022,$136.2905,27401960,$136.60,$137.3915,$135.617
01/14/2022,$139.7865,23825920,$137.50,$141.2005,$137.50
01/13/2022,$139.131,26565080,$141.8405,$143.1855,$138.914
01/12/2022,$141.648,23641580,$141.5545,$142.8142,$141.112
01/11/2022,$140.0175,23501240,$138.1805,$140.3295,$136.8135
01/10/2022,$138.574,34095680,$135.099,$138.64,$133.1405
01/07/2022,$137.0045,19408240,$137.905,$138.2547,$135.789
01/06/2022,$137.551,29049040,$137.4975,$139.686,$136.7635
01/05/2022,$137.6535,49641520,$144.181,$144.298,$137.5235
01/04/2022,$144.4165,22927780,$145.5505,$146.61,$143.8161
01/03/2022,$145.0745,25224500,$144.4755,$145.55,$143.5025
12/31/2021,$144.6795,17297700,$145.544,$146.365,$144.6775
12/30/2021,$146.0025,12977020,$146.45,$147.0625,$145.7585
12/29/2021,$146.5045,17024720,$146.4295,$147.1838,$145.5045
12/28/2021,$146.448,18635840,$148.3745,$148.3745,$145.9355
12/27/2021,$148.064,13259320,$147.4635,$148.4265,$147.25
12/23/2021,$147.1425,13818680,$147.0895,$148.5726,$146.9508
12/22/2021,$146.949,18440480,$144.10,$147.303,$143.963
12/21/2021,$144.2205,19551940,$143.15,$144.6921,$141.735
12/20/2021,$142.4015,20263520,$140.6796,$142.6105,$140.25
12/17/2021,$142.803,43404700,$142.7145,$144.4601,$141.788
12/16/2021,$144.8385,27399740,$148.077,$148.5515,$144.0925
12/15/2021,$147.3685,27280960,$144.366,$147.5172,$142.7055
12/14/2021,$144.9705,24778800,$144.77,$145.442,$142.2425
12/13/2021,$146.7045,24103920,$148.444,$148.5625,$146.36
12/10/2021,$148.675,21638460,$149.10,$149.40,$147.3575
12/09/2021,$148.106,18580600,$148.176,$149.605,$147.529
12/08/2021,$148.7205,18963940,$148.3315,$149.1565,$147.20
12/07/2021,$148.0365,23258280,$145.95,$148.30,$145.7025
12/06/2021,$143.7965,22197700,$143.574,$144.3515,$140.647
12/03/2021,$142.5205,26687480,$144.4955,$145.213,$141.15
12/02/2021,$143.7765,21250700,$141.824,$144.675,$140.982
12/01/2021,$141.618,28545780,$144.2125,$146.4991,$141.50
11/30/2021,$142.452,41590520,$145.4503,$146.6285,$142.066
11/29/2021,$146.114,26276120,$144.2985,$146.862,$144.2985
11/26/2021,$142.806,16992120,$145.0155,$145.297,$142.4855
11/24/2021,$146.7175,16464060,$146.35,$147.00,$145.199
11/23/2021,$146.757,18133140,$147.113,$147.694,$144.8895
11/22/2021,$147.0785,24627700,$150.1418,$150.7445,$147.0055
11/19/2021,$149.9525,19782960,$151.00,$151.85,$149.8875
11/18/2021,$150.709,26682400,$149.146,$151.61,$148.9985
11/17/2021,$149.062,15290820,$149.229,$149.626,$148.563
11/16/2021,$149.076,17254860,$149.1705,$149.8325,$148.35
11/15/2021,$149.388,16247340,$150.00,$150.477,$148.6525
11/12/2021,$149.6455,17047660,$147.8315,$149.8595,$146.454
11/11/2021,$146.748,12463100,$147.107,$148.5023,$146.6945
11/10/2021,$146.626,22708320,$148.0098,$148.70,$145.325
11/09/2021,$149.2485,16875560,$149.746,$150.3785,$147.507
11/08/2021,$149.3515,18388140,$150.00,$151.0345,$149.12
11/05/2021,$149.241,20408140,$149.3535,$150.5707,$148.652
11/04/2021,$148.683,24700800,$147.20,$149.95,$146.635
11/03/2021,$146.79,17886600,$146.275,$146.9105,$145.0535
11/02/2021,$145.863,21150580,$144.8094,$146.9205,$144.641
11/01/2021,$143.774,32272100,$148.165,$148.3995,$143.5795
10/29/2021,$148.2705,28954500,$145.52,$148.613,$145.1665
10/28/2021,$146.129,32418060,$147.299,$147.4245,$144.7635
10/27/2021,$146.4275,51850920,$139.9025,$149.118,$139.9025
10/26/2021,$139.672,28258740,$140.606,$140.8395,$139.0055
10/25/2021,$138.773,21081700,$138.8105,$139.2058,$136.7485
10/22/2021,$138.625,30182640,$140.351,$141.5585,$137.1705
10/21/2021,$142.7805,14849920,$142.192,$142.8495,$141.637
10/20/2021,$142.415,17939500,$144.2225,$144.2478,$141.912
10/19/2021,$143.822,15315840,$143.2915,$144.107,$143.096
10/18/2021,$142.9605,16567200,$141.2135,$142.9988,$141.2135
10/15/2021,$141.675,21253360,$142.20,$142.20,$141.0645
10/14/2021,$141.412,21437560,$139.952,$141.6515,$139.339
10/13/2021,$137.90,16393280,$137.75,$138.55,$136.9765
10/12/2021,$136.713,22535020,$139.6375,$139.695,$136.25
10/11/2021,$138.8475,16584760,$139.80,$140.7636,$138.8065
10/08/2021,$140.056,18928420,$139.906,$140.317,$139.4293
10/07/2021,$139.1855,18250460,$138.863,$140.1545,$138.563
10/06/2021,$137.354,19764320,$134.6255,$137.852,$134.4865
10/05/2021,$136.177,24126740,$134.00,$137.362,$134.00
10/04/2021,$133.765,31529900,$135.6995,$135.70,$131.1665
10/01/2021,$136.4625,28387300,$133.5545,$137.071,$133.3775
09/30/2021,$133.2655,35363980,$134.325,$135.59,$133.00
09/29/2021,$134.521,26337220,$137.1097,$137.3985,$134.25
09/28/2021,$136.184,42189660,$139.0885,$139.6065,$135.70
09/27/2021,$141.501,18844080,$141.5855,$142.50,$140.50
09/24/2021,$142.633,14949340,$140.946,$142.9035,$140.8505
09/23/2021,$141.8265,17276100,$141.6095,$142.2525,$141.0965
09/22/2021,$140.9385,22067800,$140.0505,$141.5835,$139.4718
09/21/2021,$139.6465,18129380,$140.117,$140.8116,$138.9055
09/20/2021,$139.017,34917720,$139.0002,$139.3625,$137.053
09/17/2021,$141.4635,60039820,$143.7985,$144.2495,$141.0615
09/16/2021,$144.3735,20298840,$145.121,$145.20,$143.4164
09/15/2021,$145.206,20653420,$143.759,$145.5815,$142.256
09/14/2021,$143.406,18919140,$144.161,$144.7275,$142.9055
09/13/2021,$143.465,20175620,$143.201,$144.191,$142.2825
09/10/2021,$141.921,32896620,$145.4435,$146.019,$141.7415
09/09/2021,$144.9135,14798560,$144.8835,$145.6695,$144.434
09/08/2021,$144.8835,15491660,$145.3935,$145.551,$144.20
09/07/2021,$145.519,15172600,$144.7495,$145.824,$144.541
09/03/2021,$144.775,19110480,$144.146,$145.377,$143.505
09/02/2021,$144.219,21855800,$145.9495,$146.325,$144.1065
09/01/2021,$145.842,15824680,$145.65,$146.8205,$145.6145
08/31/2021,$145.462,26756420,$145.8845,$146.112,$145.00
08/30/2021,$145.4695,16915900,$144.7045,$146.4895,$144.60
08/27/2021,$144.5505,24568240,$142.1125,$145.011,$142.02
08/26/2021,$142.123,14922000,$142.6185,$143.1348,$142.0915
08/25/2021,$142.95,12843060,$142.883,$143.313,$142.4395
08/24/2021,$142.3985,15126260,$141.5435,$143.0075,$141.3535
08/23/2021,$141.0995,21089680,$138.9985,$142.177,$138.7479
08/20/2021,$138.437,15566740,$137.083,$138.6145,$136.467
08/19/2021,$136.9135,18295920,$135.4675,$137.452,$135.356
08/18/2021,$136.57,14934460,$137.1155,$138.294,$136.421
08/17/2021,$137.3005,21274020,$138.191,$138.7185,$136.7875
08/16/2021,$138.916,18050840,$138.00,$138.9905,$136.1658
08/13/2021,$138.406,12580580,$138.3575,$138.674,$138.005
08/12/2021,$138.3895,14649400,$137.713,$138.418,$136.779
08/11/2021,$137.6895,15209660,$138.283,$138.8477,$137.35
08/10/2021,$138.0965,16039080,$138.0795,$138.5515,$137.2265
08/09/2021,$138.002,12379560,$136.949,$138.3215,$136.4288
08/06/2021,$137.036,13565020,$136.295,$137.08,$136.0465
08/05/2021,$136.94,11871780,$136.0285,$136.95,$135.60
08/04/2021,$136.0285,16527140,$136.2495,$136.538,$135.415
08/03/2021,$136.28,19064000,$136.00,$136.3355,$134.1835
08/02/2021,$135.9895,20140040,$135.4845,$136.0205,$134.6695
07/30/2021,$135.221,23954500,$135.511,$135.7714,$134.8142
07/29/2021,$136.5405,19283340,$136.3806,$137.1515,$136.138
07/28/2021,$136.3815,54688340,$138.562,$139.676,$136.35
07/27/2021,$136.7965,42163060,$140.011,$140.011,$135.10
07/26/2021,$139.6445,23052460,$138.25,$139.713,$137.651
07/23/2021,$137.816,26377740,$135.26,$138.8085,$134.7005
07/22/2021,$133.3285,13608140,$132.65,$133.5045,$132.40
07/21/2021,$132.6005,14741640,$130.787,$132.6172,$130.6015
07/20/2021,$131.1015,19083120,$130.004,$132.0014,$129.1884
07/19/2021,$129.254,25709320,$131.1555,$131.247,$128.537
07/16/2021,$131.8455,14861180,$131.641,$132.183,$130.8215
07/15/2021,$131.2665,16586320,$132.50,$132.595,$130.598
07/14/2021,$132.0825,17918540,$131.9015,$132.996,$131.898
07/13/2021,$130.9945,16617960,$130.8815,$132.042,$130.637
07/12/2021,$130.564,16950920,$129.8335,$130.77,$129.60
07/09/2021,$129.5745,15109320,$128.9445,$129.8495,$128.9435
07/08/2021,$129.177,19779500,$128.25,$130.0325,$128.04
07/07/2021,$130.0775,16683720,$130.341,$130.6399,$129.76
07/06/2021,$129.771,21350340,$129.4495,$129.8845,$128.409
07/02/2021,$128.719,21165120,$126.8395,$128.848,$126.769
07/01/2021,$126.3685,17124600,$124.8498,$126.4625,$124.8498
06/30/2021,$125.316,24009560,$125.6536,$125.80,$124.7575
06/29/2021,$126.0185,20949560,$126.7725,$127.00,$125.437
06/28/2021,$126.8195,28110860,$127.00,$127.337,$125.9738
06/25/2021,$126.995,33485940,$126.957,$127.505,$126.444
06/24/2021,$127.282,18933240,$127.0535,$127.5355,$126.96
06/23/2021,$126.4615,19693160,$126.55,$127.796,$126.252
06/22/2021,$126.9995,20986200,$126.45,$127.27,$126.0265
06/21/2021,$126.455,26256520,$125.74,$127.0367,$125.1343
06/18/2021,$125.5675,53306200,$125.7055,$126.389,$124.603
06/17/2021,$126.371,25755820,$125.523,$127.1965,$125.515
06/16/2021,$125.6965,26316760,$126.2475,$126.5235,$124.15
06/15/2021,$126.033,22182600,$126.522,$126.862,$125.6485
06/14/2021,$126.352,22550440,$125.6695,$126.4115,$125.047
06/11/2021,$125.6965,25246180,$126.246,$126.3495,$124.9145
06/10/2021,$126.08,31234660,$124.7005,$126.163,$124.70
06/09/2021,$124.57,20126740,$124.975,$125.25,$124.3665
06/08/2021,$124.1425,25065060,$123.995,$124.7248,$123.412
06/07/2021,$123.3045,23849060,$122.566,$123.40,$122.0536
06/04/2021,$122.588,25948680,$121.126,$122.693,$120.8885
06/03/2021,$120.2305,18345820,$119.751,$120.4873,$119.1415
06/02/2021,$121.064,17162100,$121.7655,$122.10,$120.21
06/01/2021,$121.4905,19165780,$121.10,$121.8985,$120.244
05/28/2021,$120.578,24107640,$121.098,$121.407,$120.3845
05/27/2021,$120.1255,38962260,$121.847,$122.00,$120.10
05/26/2021,$121.6765,21856380,$120.6418,$122.1472,$120.6258
05/25/2021,$120.4535,18838560,$121.00,$121.6445,$120.1495
05/24/2021,$120.3335,21243780,$118.35,$120.924,$118.0055
05/21/2021,$117.255,22832640,$118.2995,$118.45,$117.1185
05/20/2021,$117.8045,23831860,$116.402,$118.017,$116.0545
05/19/2021,$115.4355,19350880,$113.22,$115.838,$113.176
05/18/2021,$115.1715,17302380,$116.8453,$117.1575,$115.158
05/17/2021,$116.0705,19835840,$115.466,$116.167,$114.75
05/14/2021,$115.808,26624960,$114.5915,$116.057,$114.166
05/13/2021,$113.0985,26670160,$113.0545,$113.8301,$112.136
05/12/2021,$111.954,34933280,$113.0855,$114.2685,$111.5025
05/11/2021,$115.438,32110960,$114.593,$116.10,$114.15
05/10/2021,$117.083,26005420,$118.7445,$118.90,$116.7365
05/07/2021,$119.9345,23277840,$120.00,$120.8205,$119.50
05/06/2021,$119.0675,20617180,$117.532,$119.1355,$117.1169
05/05/2021,$117.837,21805500,$118.421,$119.11,$117.5705
05/04/2021,$117.7125,35120300,$118.487,$118.963,$115.585
05/03/2021,$119.7585,33787780,$120.136,$120.985,$119.225
04/30/2021,$120.506,39142600,$120.2245,$121.357,$120.108
04/29/2021,$121.4945,39553540,$120.5165,$121.826,$120.114
04/28/2021,$118.9955,59728780,$120.3573,$122.6189,$118.7425
04/27/2021,$115.356,31971660,$116.80,$116.8725,$115.2135
04/26/2021,$116.337,20833000,$115.9965,$117.063,$115.692
04/23/2021,$115.765,28703240,$114.1735,$116.291,$113.9105
04/22/2021,$113.396,21096160,$114.6615,$115.1881,$112.8225
04/21/2021,$114.6645,23934620,$114.2625,$114.766,$112.9285
04/20/2021,$114.6815,21774980,$115.3945,$115.48,$113.5855
04/19/2021,$115.12,24688900,$114.599,$115.9225,$114.3922
04/16/2021,$114.888,22601800,$115.15,$115.322,$114.2225
04/15/2021,$114.833,27472240,$113.849,$115.3298,$113.30
04/14/2021,$112.742,20219340,$113.758,$113.8995,$112.4595
04/13/2021,$113.3635,23316080,$113.0735,$113.8605,$112.8045
04/12/2021,$112.7395,31317020,$113.3125,$113.766,$111.9233
04/09/2021,$114.294,20887300,$112.835,$114.452,$112.6857
04/08/2021,$113.272,27165180,$113.898,$114.2003,$112.884
04/07/2021,$112.484,25797220,$111.3065,$112.75,$111.2665
04/06/2021,$111.2375,27060720,$111.125,$111.883,$110.74
04/05/2021,$111.2775,43297500,$107.647,$111.8655,$107.581
04/01/2021,$106.8875,33979560,$104.8975,$107.147,$104.8445
03/31/2021,$103.4315,29198600,$102.956,$104.6664,$102.8373
03/30/2021,$102.777,20735480,$102.8815,$103.539,$102.2015
03/29/2021,$102.7975,24595540,$101.394,$102.9215,$100.781
03/26/2021,$101.7775,29876000,$101.943,$102.5495,$100.701
03/25/2021,$102.218,28378140,$102.2405,$102.9435,$100.5365
03/24/2021,$102.253,23080580,$103.2685,$103.9105,$102.0778
03/23/2021,$102.648,27339940,$102.585,$103.6151,$101.961
03/22/2021,$101.9295,39096320,$102.092,$102.8995,$101.3035
03/19/2021,$102.16,46297860,$102.1025,$102.655,$100.884
03/18/2021,$101.811,27248600,$103.05,$103.775,$101.6775
03/17/2021,$104.554,25980320,$103.8015,$105.489,$102.70
03/16/2021,$104.626,29831280,$103.9495,$106.178,$103.50
03/15/2021,$103.3245,25966500,$103.115,$103.353,$102.1755
03/12/2021,$103.096,34515880,$104.25,$104.513,$102.3775
03/11/2021,$105.7385,24781600,$103.703,$106.285,$103.619
03/10/2021,$102.7515,25371840,$103.588,$103.75,$101.6685
03/09/2021,$102.635,33946120,$103.50,$103.902,$102.3915
03/08/2021,$101.2085,32948580,$105.0565,$106.4405,$101.0805
03/05/2021,$105.427,43904360,$103.656,$105.9055,$102.3208
03/04/2021,$102.4545,42360120,$101.1685,$104.462,$101.0135
03/03/2021,$101.3355,29683620,$103.3605,$104.4259,$100.50
03/02/2021,$103.792,22691900,$103.8095,$105.2185,$103.563
03/01/2021,$104.0755,28102300,$102.826,$104.326,$102.305
02/26/2021,$101.843,41676020,$102.526,$103.5505,$100.803
02/25/2021,$101.568,36568640,$103.3725,$104.744,$101.0645
02/24/2021,$104.7585,24966980,$102.0915,$105.039,$101.9065
02/23/2021,$103.543,33347540,$101.2505,$104.1005,$100.101
02/22/2021,$103.244,27350660,$103.35,$104.571,$103.107
02/19/2021,$105.057,29152240,$105.9635,$106.5265,$104.8705
02/18/2021,$105.86,22437100,$105.5195,$106.6368,$105.1855
02/17/2021,$106.4155,21418820,$105.00,$106.683,$104.946
02/16/2021,$106.095,22676760,$105.218,$107.634,$105.218
02/12/2021,$105.2055,17117300,$104.5125,$105.441,$104.1565
02/11/2021,$104.7945,18913000,$104.9755,$105.1015,$103.866
02/10/2021,$104.769,22709280,$104.7105,$105.4185,$103.1545
02/09/2021,$104.1755,17797000,$103.927,$105.2565,$103.927
02/08/2021,$104.6455,24848220,$105.2955,$106.1773,$103.60
02/05/2021,$104.90,30702700,$103.50,$105.1255,$102.9665
02/04/2021,$103.1185,37046580,$103.4445,$103.9275,$102.1295
02/03/2021,$103.5035,82363400,$103.65,$105.825,$100.919
02/02/2021,$96.3755,45474460,$96.128,$97.788,$95.7245
02/01/2021,$95.0675,32043640,$92.6785,$96.1196,$92.5465
01/29/2021,$91.787,32251040,$92.3085,$92.864,$90.51
01/28/2021,$93.1555,35462760,$92.197,$94.9415,$92.132
01/27/2021,$91.5395,54965840,$94.1265,$94.50,$90.45
01/26/2021,$95.862,26262780,$94.442,$96.25,$94.2122
01/25/2021,$94.97,38546400,$96.0335,$96.479,$93.3765
01/22/2021,$95.0525,25444640,$94.784,$95.5475,$94.088
01/21/2021,$94.5625,41278640,$94.90,$96.743,$94.3555
01/20/2021,$94.345,49805160,$91.573,$95.1855,$91.2765
01/19/2021,$89.543,34692280,$87.6125,$90.4638,$87.073
01/15/2021,$86.8095,26843400,$86.9095,$87.80,$86.0775
01/14/2021,$87.009,23589540,$87.681,$88.7505,$86.67
01/13/2021,$87.72,21882620,$86.929,$88.2518,$86.9005
01/12/2021,$87.3275,27153820,$87.696,$88.902,$86.2655
01/11/2021,$88.336,24194700,$89.3035,$89.7158,$88.026
01/08/2021,$90.3605,41020040,$89.399,$90.492,$88.6768
01/07/2021,$89.3625,45300440,$87.003,$89.42,$86.8525
01/06/2021,$86.7645,52042280,$85.1315,$87.40,$84.95
01/05/2021,$87.046,22906940,$86.25,$87.3835,$85.9008
01/04/2021,$86.412,38037100,$87.877,$88.0325,$85.3925
12/31/2020,$87.594,20244800,$86.771,$87.9465,$86.771
12/30/2020,$86.976,26122600,$88.1005,$88.2548,$86.28
12/29/2020,$87.936,25987900,$89.3895,$89.622,$87.8045
12/28/2020,$88.8045,27860660,$87.5818,$89.5364,$87.3168
12/24/2020,$86.9425,6935060,$86.75,$87.30,$86.4555
12/23/2020,$86.619,20678340,$86.4055,$87.3995,$86.252
12/22/2020,$86.175,18766920,$86.7215,$86.8702,$85.6288
12/21/2020,$86.9685,36567560,$85.6755,$87.0425,$84.95
12/18/2020,$86.5505,80327060,$87.709,$87.7555,$86.011
12/17/2020,$87.395,32494880,$88.4255,$88.5892,$86.933
12/16/2020,$88.15,30270860,$88.644,$88.65,$87.804
12/15/2020,$88.3885,29645220,$88.221,$88.571,$87.4975
12/14/2020,$88.003,32003460,$88.75,$89.8695,$87.8607
12/11/2020,$89.0885,24413020,$88.153,$89.2225,$88.00
12/10/2020,$88.7665,27256960,$88.49,$89.0655,$87.016
12/09/2020,$89.2065,30151160,$90.6005,$91.7135,$88.3905
12/08/2020,$90.9275,21926380,$90.505,$91.095,$89.8102
12/07/2020,$90.974,26418920,$90.95,$91.6185,$90.289
12/04/2020,$91.3995,27563320,$91.226,$91.658,$90.8495
12/03/2020,$91.3385,24545960,$91.2005,$92.36,$91.1325
12/02/2020,$91.3975,24440640,$89.905,$91.7825,$89.4736
12/01/2020,$89.905,34780900,$88.7185,$91.2415,$88.4685
11/30/2020,$88.037,36476720,$89.0592,$89.4033,$87.75
11/27/2020,$89.6595,17698320,$88.6545,$90.20,$88.622
11/25/2020,$88.5715,20922440,$88.6445,$88.927,$87.827
11/24/2020,$88.444,31594060,$86.525,$88.58,$86.3845
11/23/2020,$86.743,43239500,$87.48,$87.695,$85.886
11/20/2020,$87.1095,46273100,$88.2605,$88.70,$87.093
11/19/2020,$88.196,24998200,$86.919,$88.4795,$86.8503
11/18/2020,$87.339,23469320,$88.2615,$88.6735,$87.307
11/17/2020,$88.5075,22942280,$88.847,$89.25,$88.35
11/16/2020,$89.069,24935700,$88.585,$89.9535,$88.3845
11/13/2020,$88.851,30011480,$87.8815,$89.052,$87.2275
11/12/2020,$87.492,24975080,$87.3815,$88.4135,$87.28
11/11/2020,$87.6355,25279320,$87.50,$88.211,$87.3683
11/10/2020,$87.0195,52722840,$86.5545,$88.15,$85.865
11/09/2020,$88.15,45365400,$89.545,$90.903,$88.001
11/06/2020,$88.0875,33224500,$87.6975,$88.6215,$87.0175
11/05/2020,$88.1685,41316240,$89.05,$89.682,$87.5255
11/04/2020,$87.4565,71418540,$85.514,$88.5683,$85.3015
11/03/2020,$82.5105,33233060,$81.589,$83.085,$80.831
11/02/2020,$81.3015,50708920,$81.408,$83.0385,$80.8015
10/30/2020,$81.0505,86617240,$83.6055,$84.35,$80.223
10/29/2020,$78.362,40061280,$76.118,$79.6855,$76.112
10/28/2020,$75.831,36679180,$77.987,$78.0675,$75.731
10/27/2020,$80.213,24580040,$79.7835,$80.3423,$79.139
10/26/2020,$79.5225,37065080,$81.2505,$81.912,$78.825
10/23/2020,$82.05,27516880,$81.3035,$82.118,$81.0255
10/22/2020,$80.7665,28680840,$79.6525,$81.0995,$79.25
10/21/2020,$79.6655,51366900,$78.6665,$80.9365,$78.5815
10/20/2020,$77.7965,44851440,$76.3525,$78.875,$76.2835
10/19/2020,$76.7305,32141500,$79.023,$79.4075,$76.40
10/16/2020,$78.6505,28702740,$78.2925,$79.0565,$78.15
10/15/2020,$77.9565,30816340,$77.3575,$78.7553,$77.2515
10/14/2020,$78.404,38619800,$78.9295,$79.3842,$77.5265
10/13/2020,$78.584,32020860,$79.1865,$79.50,$78.16
10/12/2020,$78.4575,49651200,$77.15,$79.693,$76.6285
10/09/2020,$75.761,28710840,$74.735,$75.826,$74.4725
10/08/2020,$74.2965,23756620,$73.2545,$74.50,$73.2545
